ASIN,Reviews,Titles,Ratings,Product_Names
B089MTL51J,"[""\n\n  Thank you samsung and Amazon for timely rakshabandhan delivery.Now for readers this is a review unbiased and written after testing and continuous usage :-Pro's1.Screen ppi is great as entry level device✌2.Battery backup is awesome thanks to samsungs R&D even with .7mamp charger.👀3.Android go version 10 is cute without craps4.Reading pdfs is easy and comfort for eyes atleast samsung has guts to say the truth.5.No lag till now because i dont need gaming other than that all regular even without go apps are nicely running.6.fingerprint and face lock i dont need so good they are not provided.7.Call quality is okay.Speaker is normal.8.For music lovers dowload any music app with equilizer will be fine.9.16gb/32gb and sd card is okay.10.Auto smart memory cleaner(use smart manager in settings once a day) for smooth RAM functioning and ROM cleaning🤗11. Supports OTG as well.Cons1. Camera below average still expected but samsung should work more on this front if they wanna beat chinese phones.2.Not for gamers and thats expected buy a 4gb Ram 🤔 based phone why reading me?😉3.finger print and face lock missing I Can manage but most indians can't.4.Battery takes 3.15 hours to charge to work for 12 hours of calling and surfing and thats not bad at all but can be issue for chinese phone lovers who have habit of charging again and again to play pubg.Overall out of 5.Camera-2  Gui-4  Screen ppi-5  speed-4  android-4Don't buy a phone only because of specifications must see integration and longevity overall a nice secondary option and primary for featured phone switchers.\n\nRead more""]",['\n#samsunghitsbullseye\n'],['3.1 out of 5 stars'],"['\n\n\n\n\n\n\n\nSamsung Galaxy M01 Core (Black, 1GB RAM, 16GB Storage) with No Cost EMI/Additional Exchange Offers\n\n\n\n\n\n\n']"
B07DJCJBB3,"[""\n\n  Honest review for a Honest Samsung phone. I am writing this review after using M31s for more than half month. And my verdict based on truly improved Samsung M series with my experience & tested after usage only.BUILD QUALITY. Superior, as it matches any S series flagship premium in classy look, strong built for this budget amount. My hand is small but still I found 6.5 inches display is good to handle as it is well managed for one hand use also.DISPLAY & FINGERPRINT.With Samsung SuperAmoled display you can truly trust the amazing view angle. Now in M31s feature of Widevine L Certification you can enjoy all those global Dolby theatre experience. I found it reliable for my 1920p to 4k level of movie watching without any distraction due to Infinite O display which gives Full Screen Ratio. Fingerprint on side is much faster than I expected. It doesn't takes a second also to open. Even FaceUnlock is faster.BATTERY.Main benefit of this midrange M series is it's maasive 6000mAh battery which gave me enough juice for nearly 3 days continuously. Tested.CAMERA.This time M series did a honest job by giving us a INTELLI camera of 64 mwgapixel with Single Take feature. Samsung gives what it advertises. Which made me to stick to Samsung brand. My usage of Camera is high & I found no complaints at all in focusing a shoot. Good color saturated. Well bright night shots. Macro shots r OSM. The depth & clarity of 64 megapixel is more developed in this M31s model. So no complaints.PROCESSOR.After using for more than half month I must say, Exynos 9611 works wonderful liquid speed when it is combined with LPDDR4X RAM technology. I have not faced any lag in PUBG or ASPHALT-9 hight end games, in medium setting which is good for battery saving. So 2.3Ghz speed accomplished. No complaints for the budget spent.SOUND QUALITY.After using for hours I found the Speaker this time Samsung made is much improved with Bass Stereo which was missing earlier. The in-ear delivers your ear the pure Dolby Atmos with clear precision and crystal clear bass effect.Bang for the bucks go for it. Thanks Amazon for Safe delivery.\n\nRead more""]",['\nHONEST M31s. HONEST PERFORMANCE. HONEST PRICE.\n'],['4.3 out of 5 stars'],"['\n\n\n\n\n\n\n\nSamsung Galaxy M31s (Mirage Blue, 6GB RAM, 128GB Storage)\n\n\n\n\n\n\n']"
B07KXCKPZZ,['\n\n  Phone looks absolutely top class. Will update this review after 7days of use.Should have fingerprint sensor.\n\nRead more'],['\nValue for money if it has 3gb ram\n'],['4.1 out of 5 stars'],"['\n\n\n\n\n\n\n\nVivo Y91i (Ocean Blue, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers\n\n\n\n\n\n\n']"
B07X1KSWZ3,"['\n\n  \xa0Defective product shipped.. reported within a  few  hours of receipt and no one showed up for inspection despite several follow ups. Now, it is not being replaced or refunded. Horrible experience!!\n\nRead more']","[""\nPray you don't receive a defective product\n""]",['4.0 out of 5 stars'],"['\n\n\n\n\n\n\n\nRedmi 8A Dual (Sky White, 2GB RAM, 32GB Storage) – Dual Cameras & 5,000 mAH Battery\n\n\n\n\n\n\n']"
B07X92QPJ4,['\n\n  Camera sound off option is not there.Both camera are below average quality.In settings options are very less. OS is not good.Overall not a good phone.\n\nRead more'],['\nWaste of money\n'],['3.2 out of 5 stars'],"['\n\n\n\n\n\n\n\nCoolpad Cool 5 (Midnight Blue, 4GB RAM, 64GB Storage)\n\n\n\n\n\n\n']"
B07HGH8ML7,"[""\n\n  Update (15/08/2020):Never give a chance to regret..  Go ahead...👍The Icons looks was not so great ..  And then I set 'Spherlue Icons' from theam and now its looks better with dark mode ...Even though its 6000 Mah I always leaves phone on charging before go to bed ( I like to see my phone 100% every morning 🙂 )..  So I turned off fast charging option.. You can do that.. Its will not affect  batteryMONSTER :1. Battery :- 5/5Two day battery standby for normal easy2.Display:- 4.99/5Super amaload with full hd.. Superb Display3.Design:3/5It has a6000Mah battery,  still looking not bulky. Noglass body,  but who cares after you put a back cover..  In my opinion, don't spend more money for glass body if you uses back covers4. Camera: 3/5Back camera pretty good but front camera's low light output is very low..  many features available such as slow and super slow videos available..5. OS&UI:- 5/5Android 10 with One UI6.Finger print reader and face lock 3/5 Face lock and finger print reader are not so fast7.Processor and performance 3.5/5Exynos 9611 is not meant for PUBG gamers  .. But for me its perfect as I am not a heavy gamer..  No lag ang hang till now..  but processor is outdated..8. Charging :2.5/5. No fast charging.. Provided with a 15W charger and iy takes about 3 Hrs to fully reacharge the phone9. Accessories : 2/5No earphone, No Back cover, No Screenguard..  So order backcover and tempered glass when you placing order as its backbody is plastic amd more prone to scratches..10.Loud speaker 1.5/5Loudspeaker sound level is very low.. (Keep earphones)Verdict: For this price  Its the best choice if you are not a hardcore gamer  ...\n\nRead more""]",['\nValue For Money !! Go for it\n'],['4.2 out of 5 stars'],"['\n\n\n\n\n\n\n\nSamsung Galaxy M21 (Raven Black, 6GB RAM, 128GB Storage)\n\n\n\n\n\n\n']"
B077PWBC78,"[""\n\n  PLZZ read this complete information before buying from AmazonThey do not refund if your product got defected.Amazon is worst in providing services so if you have any option to buy from Flipkart then go there. Don't waste your time on AmazonRegarding mobileWorst mobile i have ever seenBattery charging time is more than expected.Battery drainaing problem is thereCamera will stuck when you click pictures.Poor camera quality they said 48 mp but it's like 12mp.  If you are game lover then PLZZ try another mobile. Performance is very low.I told Amazon customer care to take this product back but they are not helping me instead they want me to go service center in covid19 situation which is in red zone. They can't provide home visit because their technician life is more important than customer. If customer get infected it's ok for them.Thanks Amazon for this service now i hate Amazon more than tiktok.Unistalling the app right now. And also recommending my friend's and relatives to not buy anything from Amazon, they are worst.\n\nRead more""]",['\nPLZZ read this before Wasting your money.\n'],['4.2 out of 5 stars'],"['\n\n\n\n\n\n\n\nRedmi Note 9 Pro (Interstellar Black, 4GB RAM, 64GB Storage)- Latest 8nm Snapdragon 720G & Alexa Hands-Free | 6 Months No Cost EMI\n\n\n\n\n\n\n']"
B07SDPTP6Q,"['\n\n  Brought this phone for my wife who is die hard fan for oppo...Offer like 2000 extra off on exchange with Oppo is just like waww....So after exchange of her old oppo mobile I got this phone for just Rs.6800.... Best phone if u want oppo brand name and u are boared to ur old oppo phone... So this review is considering 6800 cost...Pros.1) good features considering cost 6800.2) Size matters 6.5 inch grt3) Speakers are good Dolby4) Comes with classic headphones with good looks and decent sound quality... No other phones now a days comes with headphones...5) Quad camera gives good quality photos...6) Selfie camera is also decent considering cost 68007) 5000mAh battery8) can be use as power bank for other phonesCons:1) Original cost 13990 is huge considering features...Other good brands like MI, VIVO, MOTO, etc sells 48MP camera phones for 12000 and so...2) Accessories like back cover, tempered glass are yet not in market... May be u have to wait for them...Though 1 transparent back cover is included in Mobile Box...This is all about this phone after 24hrs use....I will update if something comes...\n\nRead more']",['\nGood opportunity for oppo lovers to upgrade\n'],['4.2 out of 5 stars'],"['\n\n\n\n\n\n\n\nOPPO A5 2020 (Dazzling White, 3GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers\n\n\n\n\n\n\n']"
B07PP2K69Z,"[""\n\n  It's a great phone im buy last 2 weaks ago oppo f9pro same all features on oppo a5s their is no change in this phone both are same of all features and battery backup is coming upto 2 days of once full charge with using mobile data display is asumne like oppo f9pro and for the cost its a superb phone to buy no hang problem in 2gb ram games is runing smoth with oppo game space its super thanks for the oppo and the seller for this great phone\n\nRead more""]",['\nIts a super phone performance and its battery backup\n'],['4.1 out of 5 stars'],"['\n\n\n\n\n\n\n\nOPPO A5S (Black, 3GB RAM, 32GB Storage) With No Cost EMI/Additional Exchange Offers\n\n\n\n\n\n\n']"
B081FQ2X3T,['\n\n  Dont buyig this is product its third class catergory phone plz guyiz dont buying this phone its humble request d\n\nRead more'],['\nNA\n'],['4.0 out of 5 stars'],"['\n\n\n\n\n\n\n\nitel A46 (Fiery Red, 2GB RAM, 16GB Storage)\n\n\n\n\n\n\n']"
B07DJCJBBN,"[""\n\n  Honest review for a Honest Samsung phone. I am writing this review after using M31s for more than half month. And my verdict based on truly improved Samsung M series with my experience & tested after usage only.BUILD QUALITY. Superior, as it matches any S series flagship premium in classy look, strong built for this budget amount. My hand is small but still I found 6.5 inches display is good to handle as it is well managed for one hand use also.DISPLAY & FINGERPRINT.With Samsung SuperAmoled display you can truly trust the amazing view angle. Now in M31s feature of Widevine L Certification you can enjoy all those global Dolby theatre experience. I found it reliable for my 1920p to 4k level of movie watching without any distraction due to Infinite O display which gives Full Screen Ratio. Fingerprint on side is much faster than I expected. It doesn't takes a second also to open. Even FaceUnlock is faster.BATTERY.Main benefit of this midrange M series is it's maasive 6000mAh battery which gave me enough juice for nearly 3 days continuously. Tested.CAMERA.This time M series did a honest job by giving us a INTELLI camera of 64 mwgapixel with Single Take feature. Samsung gives what it advertises. Which made me to stick to Samsung brand. My usage of Camera is high & I found no complaints at all in focusing a shoot. Good color saturated. Well bright night shots. Macro shots r OSM. The depth & clarity of 64 megapixel is more developed in this M31s model. So no complaints.PROCESSOR.After using for more than half month I must say, Exynos 9611 works wonderful liquid speed when it is combined with LPDDR4X RAM technology. I have not faced any lag in PUBG or ASPHALT-9 hight end games, in medium setting which is good for battery saving. So 2.3Ghz speed accomplished. No complaints for the budget spent.SOUND QUALITY.After using for hours I found the Speaker this time Samsung made is much improved with Bass Stereo which was missing earlier. The in-ear delivers your ear the pure Dolby Atmos with clear precision and crystal clear bass effect.Bang for the bucks go for it. Thanks Amazon for Safe delivery.\n\nRead more""]",['\nHONEST M31s. HONEST PERFORMANCE. HONEST PRICE.\n'],['4.3 out of 5 stars'],"['\n\n\n\n\n\n\n\nSamsung Galaxy M31s (Mirage Blue, 8GB RAM, 128GB Storage)\n\n\n\n\n\n\n']"
B07HGJKDQL,"['\n\n  Best camera, very good battery life, eat body material, average weight, best performance,  best display.\n\nRead more']",['\nSamsung m31 all rounder  best mobile.\n'],['4.2 out of 5 stars'],"['\n\n\n\n\n\n\n\nSamsung Galaxy M31 (Ocean Blue, 6GB RAM, 64GB Storage)\n\n\n\n\n\n\n']"
B07KX1S161,"['\n\n  Not fast charging  no long batterylife, no headphones. Somewhat is happy but disappointed with features.\n\nRead more']",['\nNot good choice but features are ok\n'],['4.2 out of 5 stars'],"['\n\n\n\n\n\n\n\nVivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers\n\n\n\n\n\n\n']"
B08GT299NQ,['\n\n  Price is too high for this specifications. 11000-12000 is the perfect price. Other than everything is fine\n\nRead more'],['\nOverall\n'],['3.6 out of 5 stars'],"['\n\n\n\n\n\n\n\nNokia 5.3 Android One Smartphone with Quad Camera, 4 GB RAM and 64 GB Storage - Charcoal\n\n\n\n\n\n\n']"
B086KCCSDD,['\n\n  In display lines started coming after using 1 day . I want to return this . Amazon Customer service is worst. Though damage is visible they are not accepting for return.\n\nRead more'],['\nJust OK\n'],['4.1 out of 5 stars'],"['\n\n\n\n\n\n\n\nSamsung Galaxy M11 (Metallic Blue, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers\n\n\n\n\n\n\n']"
B08698559Z,"['\n\n  \xa0Defective product shipped.. reported within a  few  hours of receipt and no one showed up for inspection despite several follow ups. Now, it is not being replaced or refunded. Horrible experience!!\n\nRead more']","[""\nPray you don't receive a defective product\n""]",['4.0 out of 5 stars'],"['\n\n\n\n\n\n\n\nRedmi 8A Dual (Sea Blue, 3GB RAM, 64GB Storage) – Dual Cameras & 5,000 mAH Battery\n\n\n\n\n\n\n']"
B07DJD1RTM,['\n\n  Awesome mobile at this price point\n\nRead more'],['\nAwesome mobile at this price point\n'],['4.3 out of 5 stars'],"['\n\n\n\n\n\n\n\nVivo U10 (Electric Blue, 5000 mAH 18W Fast Charge Battery, 4GB RAM, 64GB Storage)\n\n\n\n\n\n\n']"
B087K78FD5,['\n\n  This phones performance is not good..this is very slow working..than other phone in this rate...this smartphone is totally waste for money....so amazon pls return this phone and refund my money....\n\nRead more'],['\nWaste for money\n'],['3.8 out of 5 stars'],"['\n\n\n\n\n\n\n\nTecno Spark 5 Pro (Seabed Blue, 4GB RAM, 64GB Storage)\n\n\n\n\n\n\n']"
B07SDPTP6Q,"['\n\n  Brought this phone for my wife who is die hard fan for oppo...Offer like 2000 extra off on exchange with Oppo is just like waww....So after exchange of her old oppo mobile I got this phone for just Rs.6800.... Best phone if u want oppo brand name and u are boared to ur old oppo phone... So this review is considering 6800 cost...Pros.1) good features considering cost 6800.2) Size matters 6.5 inch grt3) Speakers are good Dolby4) Comes with classic headphones with good looks and decent sound quality... No other phones now a days comes with headphones...5) Quad camera gives good quality photos...6) Selfie camera is also decent considering cost 68007) 5000mAh battery8) can be use as power bank for other phonesCons:1) Original cost 13990 is huge considering features...Other good brands like MI, VIVO, MOTO, etc sells 48MP camera phones for 12000 and so...2) Accessories like back cover, tempered glass are yet not in market... May be u have to wait for them...Though 1 transparent back cover is included in Mobile Box...This is all about this phone after 24hrs use....I will update if something comes...\n\nRead more']",['\nGood opportunity for oppo lovers to upgrade\n'],['4.2 out of 5 stars'],"['\n\n\n\n\n\n\n\nOPPO A5 2020 (Dazzling White, 3GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers\n\n\n\n\n\n\n']"
B087K7ZFB6,['\n\n  Very happy 10 out of 10. Its giving me two days battery backup at full time 4g data on. well done  Tecno team 👍\n\nRead more'],['\nBest budget mobile💪\n'],['4.1 out of 5 stars'],"['\n\n\n\n\n\n\n\nTECNO Spark 5 (Ice Jadeite, 2GB RAM, 32GB Storage)\n\n\n\n\n\n\n']"
B07PSHDTHB,['\n\n  The product is fine and working well. Battery and camera quality is phenomenal and met the expectations.  Unfortunately the Amazon promise on zero cost EMI is misleading. I opted for 6 months EMI considering zero percent interest. But HDFC bank charged me around 12% interest plus GST etc. This is like taking customer for a ride.  I was surprised to receive a msg like that from bank. Just to alert Amazon to rectify this immediately.\n\nRead more'],['\nMisleading EMI option on Amazon\n'],['4.2 out of 5 stars'],"['\n\n\n\n\n\n\n\nVivo Y12 (Aqua Blue, 3GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers\n\n\n\n\n\n\n']"
B086KCCSDD,['\n\n  In display lines started coming after using 1 day . I want to return this . Amazon Customer service is worst. Though damage is visible they are not accepting for return.\n\nRead more'],['\nJust OK\n'],['4.1 out of 5 stars'],"['\n\n\n\n\n\n\n\nSamsung Galaxy M11 (Metallic Blue, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers\n\n\n\n\n\n\n']"
B07DJD1XZ4,"[""\n\n  Honest review for a Honest Samsung phone. I am writing this review after using M31s for more than half month. And my verdict based on truly improved Samsung M series with my experience & tested after usage only.BUILD QUALITY. Superior, as it matches any S series flagship premium in classy look, strong built for this budget amount. My hand is small but still I found 6.5 inches display is good to handle as it is well managed for one hand use also.DISPLAY & FINGERPRINT.With Samsung SuperAmoled display you can truly trust the amazing view angle. Now in M31s feature of Widevine L Certification you can enjoy all those global Dolby theatre experience. I found it reliable for my 1920p to 4k level of movie watching without any distraction due to Infinite O display which gives Full Screen Ratio. Fingerprint on side is much faster than I expected. It doesn't takes a second also to open. Even FaceUnlock is faster.BATTERY.Main benefit of this midrange M series is it's maasive 6000mAh battery which gave me enough juice for nearly 3 days continuously. Tested.CAMERA.This time M series did a honest job by giving us a INTELLI camera of 64 mwgapixel with Single Take feature. Samsung gives what it advertises. Which made me to stick to Samsung brand. My usage of Camera is high & I found no complaints at all in focusing a shoot. Good color saturated. Well bright night shots. Macro shots r OSM. The depth & clarity of 64 megapixel is more developed in this M31s model. So no complaints.PROCESSOR.After using for more than half month I must say, Exynos 9611 works wonderful liquid speed when it is combined with LPDDR4X RAM technology. I have not faced any lag in PUBG or ASPHALT-9 hight end games, in medium setting which is good for battery saving. So 2.3Ghz speed accomplished. No complaints for the budget spent.SOUND QUALITY.After using for hours I found the Speaker this time Samsung made is much improved with Bass Stereo which was missing earlier. The in-ear delivers your ear the pure Dolby Atmos with clear precision and crystal clear bass effect.Bang for the bucks go for it. Thanks Amazon for Safe delivery.\n\nRead more""]",['\nHONEST M31s. HONEST PERFORMANCE. HONEST PRICE.\n'],['4.3 out of 5 stars'],"['\n\n\n\n\n\n\n\nSamsung Galaxy M31s (Mirage Black, 6GB RAM, 128GB Storage)\n\n\n\n\n\n\n']"
B07DJLVHYC,"[""\n\n  Honest review for a Honest Samsung phone. I am writing this review after using M31s for more than half month. And my verdict based on truly improved Samsung M series with my experience & tested after usage only.BUILD QUALITY. Superior, as it matches any S series flagship premium in classy look, strong built for this budget amount. My hand is small but still I found 6.5 inches display is good to handle as it is well managed for one hand use also.DISPLAY & FINGERPRINT.With Samsung SuperAmoled display you can truly trust the amazing view angle. Now in M31s feature of Widevine L Certification you can enjoy all those global Dolby theatre experience. I found it reliable for my 1920p to 4k level of movie watching without any distraction due to Infinite O display which gives Full Screen Ratio. Fingerprint on side is much faster than I expected. It doesn't takes a second also to open. Even FaceUnlock is faster.BATTERY.Main benefit of this midrange M series is it's maasive 6000mAh battery which gave me enough juice for nearly 3 days continuously. Tested.CAMERA.This time M series did a honest job by giving us a INTELLI camera of 64 mwgapixel with Single Take feature. Samsung gives what it advertises. Which made me to stick to Samsung brand. My usage of Camera is high & I found no complaints at all in focusing a shoot. Good color saturated. Well bright night shots. Macro shots r OSM. The depth & clarity of 64 megapixel is more developed in this M31s model. So no complaints.PROCESSOR.After using for more than half month I must say, Exynos 9611 works wonderful liquid speed when it is combined with LPDDR4X RAM technology. I have not faced any lag in PUBG or ASPHALT-9 hight end games, in medium setting which is good for battery saving. So 2.3Ghz speed accomplished. No complaints for the budget spent.SOUND QUALITY.After using for hours I found the Speaker this time Samsung made is much improved with Bass Stereo which was missing earlier. The in-ear delivers your ear the pure Dolby Atmos with clear precision and crystal clear bass effect.Bang for the bucks go for it. Thanks Amazon for Safe delivery.\n\nRead more""]",['\nHONEST M31s. HONEST PERFORMANCE. HONEST PRICE.\n'],['4.3 out of 5 stars'],"['\n\n\n\n\n\n\n\nSamsung Galaxy M31s (Mirage Black, 8GB RAM, 128GB Storage)\n\n\n\n\n\n\n']"
B08697KLZP,['\n\n  Camera quality is not good. It is mentioned as 13mp but the motion of the camera is like 2mp. Phone is very slow in operation even though it is 3gb RAM . More over it is MADE IN CHINA.\n\nRead more'],['\nBad camera and made in China\n'],['4.2 out of 5 stars'],"['\n\n\n\n\n\n\n\nRedmi 9A (Midnight Black, 3Gb Ram, 32Gb Storage)\n\n\n\n\n\n\n']"
B07HGN617M,"['\n\n  Best camera, very good battery life, eat body material, average weight, best performance,  best display.\n\nRead more']",['\nSamsung m31 all rounder  best mobile.\n'],['4.2 out of 5 stars'],"['\n\n\n\n\n\n\n\nSamsung Galaxy M31 (Space Black, 6GB RAM, 128GB Storage)\n\n\n\n\n\n\n']"
B07KX1S161,"['\n\n  Not fast charging  no long batterylife, no headphones. Somewhat is happy but disappointed with features.\n\nRead more']",['\nNot good choice but features are ok\n'],['4.2 out of 5 stars'],"['\n\n\n\n\n\n\n\nVivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers\n\n\n\n\n\n\n']"
B07HG8S7KP,"['\n\n  Best camera, very good battery life, eat body material, average weight, best performance,  best display.\n\nRead more']",['\nSamsung m31 all rounder  best mobile.\n'],['4.2 out of 5 stars'],"['\n\n\n\n\n\n\n\nSamsung Galaxy M31 (Ocean Blue, 6GB RAM, 64GB Storage)\n\n\n\n\n\n\n']"
B08DJSHY94,"['\n\n  One of the best budget phones available under 8K. I was a bit sceptical about buying it as the company Tecno isn\'t known in India but to my surprise it is exceptionally well made.ProsBattery Life - 6000mah Easily lasts two daysScreen - 7"" inch screen for viewing videos and movies (Helpful for my mother as she struggles with small fonts while reading or typing)Two SIM slot and dedicated Micro SD slotCamera - 13Mp Rear Triple camera and 8mp front camera with dual flashAndroid 10 (Go version) - Up to date android with Go version for a seamless useConsRam - It is only available in 2GB and 32GB internal storage variant which the company should reconsider. Do not expect playing high end games. PUBG LITE runs with minor glitches during gameplaySound - Speaker output quality isn\'t upto the mark while playing videos and music but manageable.Would definitely recommend this phone if you\'re looking to buy something under 8k or a back-up phone to watch movies & web series.Thank you Amazon & Tecno :)\n\nRead more']",['\nBest Phone Under 8K\n'],['3.8 out of 5 stars'],"['\n\n\n\n\n\n\n\nTecno Spark 6 Air (Ocean Blue, 2GB RAM, 32GB Storage)\n\n\n\n\n\n\n']"
B08444X3CN,"[""\n\n  There are lot of better phones available at the market.  I guess its way too late to launch this product at this time as it's time of quad camera📷 and hd screen and better battery.  The phone is too pricy for the current trend📈\n\nRead more""]",['\nOld fashioned\n'],['4.0 out of 5 stars'],"['\n\n\n\n\n\n\n\nOPPO A12 (Blue, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers\n\n\n\n\n\n\n']"
B086KF2QYN,['\n\n  Battery is not getting charged.\n\nRead more'],['\nBad battery\n'],['4.1 out of 5 stars'],"['\n\n\n\n\n\n\n\nVivo Y91i (Ocean Blue, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers\n\n\n\n\n\n\n']"
