ASIN,Reviews,Titles,Ratings,Product_Names
B0784D862L,"[""\n\n  PLZZ read this complete information before buying from AmazonThey do not refund if your product got defected.Amazon is worst in providing services so if you have any option to buy from Flipkart then go there. Don't waste your time on AmazonRegarding mobileWorst mobile i have ever seenBattery charging time is more than expected.Battery drainaing problem is thereCamera will stuck when you click pictures.Poor camera quality they said 48 mp but it's like 12mp.  If you are game lover then PLZZ try another mobile. Performance is very low.I told Amazon customer care to take this product back but they are not helping me instead they want me to go service center in covid19 situation which is in red zone. They can't provide home visit because their technician life is more important than customer. If customer get infected it's ok for them.Thanks Amazon for this service now i hate Amazon more than tiktok.Unistalling the app right now. And also recommending my friend's and relatives to not buy anything from Amazon, they are worst.\n\nRead more""]",['\nPLZZ read this before Wasting your money.\n'],['4.2 out of 5 stars'],"['\n\n\n\n\n\n\n\nRedmi Note 9 Pro (Glacier White, 4GB RAM, 64GB Storage) - Latest 8nm Snapdragon 720G & Alexa Hands-Free | 6 Months No Cost EMI\n\n\n\n\n\n\n']"
B08696XB4B,"[""\n\n  If I started to rating it's all features, it will as followed (Out of 5 🌟):Processor ⭐⭐⭐⭐Display ⭐ ⭐⭐⭐⭐Battery ⭐⭐⭐⭐⭐Sound in loud ⭐⭐⭐Sound in 3.5 mm cord ⭐⭐⭐⭐⭐Camera Selfie ⭐⭐⭐Camera Back ⭐⭐⭐⭐Networking ⭐⭐⭐⭐⭐Lack:There is no Fingers print sensor locked.There is no Back cover in the box.Camera quality not so good.\n\nRead more""]",['\nAmezing One\n'],['4.3 out of 5 stars'],"['\n\n\n\n\n\n\n\nRedmi 9A (Nature Green, 2Gb Ram, 32Gb Storage)\n\n\n\n\n\n\n']"
B0784D862M,"[""\n\n  PLZZ read this complete information before buying from AmazonThey do not refund if your product got defected.Amazon is worst in providing services so if you have any option to buy from Flipkart then go there. Don't waste your time on AmazonRegarding mobileWorst mobile i have ever seenBattery charging time is more than expected.Battery drainaing problem is thereCamera will stuck when you click pictures.Poor camera quality they said 48 mp but it's like 12mp.  If you are game lover then PLZZ try another mobile. Performance is very low.I told Amazon customer care to take this product back but they are not helping me instead they want me to go service center in covid19 situation which is in red zone. They can't provide home visit because their technician life is more important than customer. If customer get infected it's ok for them.Thanks Amazon for this service now i hate Amazon more than tiktok.Unistalling the app right now. And also recommending my friend's and relatives to not buy anything from Amazon, they are worst.\n\nRead more""]",['\nPLZZ read this before Wasting your money.\n'],['4.2 out of 5 stars'],"['\n\n\n\n\n\n\n\nRedmi Note 9 Pro (Interstellar Black, 4GB RAM, 128GB Storage) - Latest 8nm Snapdragon 720G & Alexa Hands-Free | 6 Months No Cost EMI & INR 1000 Off on Exchange\n\n\n\n\n\n\n']"
B07SDQGXRD,"['\n\n  Brought this phone for my wife who is die hard fan for oppo...Offer like 2000 extra off on exchange with Oppo is just like waww....So after exchange of her old oppo mobile I got this phone for just Rs.6800.... Best phone if u want oppo brand name and u are boared to ur old oppo phone... So this review is considering 6800 cost...Pros.1) good features considering cost 6800.2) Size matters 6.5 inch grt3) Speakers are good Dolby4) Comes with classic headphones with good looks and decent sound quality... No other phones now a days comes with headphones...5) Quad camera gives good quality photos...6) Selfie camera is also decent considering cost 68007) 5000mAh battery8) can be use as power bank for other phonesCons:1) Original cost 13990 is huge considering features...Other good brands like MI, VIVO, MOTO, etc sells 48MP camera phones for 12000 and so...2) Accessories like back cover, tempered glass are yet not in market... May be u have to wait for them...Though 1 transparent back cover is included in Mobile Box...This is all about this phone after 24hrs use....I will update if something comes...\n\nRead more']",['\nGood opportunity for oppo lovers to upgrade\n'],['4.2 out of 5 stars'],"['\n\n\n\n\n\n\n\nOPPO A5 2020 (Mirror Black, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers\n\n\n\n\n\n\n']"
B08KXQCGPT,['None'],['None'],['Previous page of related Sponsored Products'],['\n\n\n\n\n\n\n\nXifo Spinup Model A7 4G Volte (2 GB 16GB) in Dark Blue Colour\n\n\n\n\n\n\n']
B07XD1ZFJ9,['\n\n  Super vivo v17\n\nRead more'],['\nSuper. Phone\n'],['4.3 out of 5 stars'],"['\n\n\n\n\n\n\n\nVivo V17 (Glacier Ice, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers\n\n\n\n\n\n\n']"
B08GCRW77Y,"['\n\n  One of the best budget phones available under 8K. I was a bit sceptical about buying it as the company Tecno isn\'t known in India but to my surprise it is exceptionally well made.ProsBattery Life - 6000mah Easily lasts two daysScreen - 7"" inch screen for viewing videos and movies (Helpful for my mother as she struggles with small fonts while reading or typing)Two SIM slot and dedicated Micro SD slotCamera - 13Mp Rear Triple camera and 8mp front camera with dual flashAndroid 10 (Go version) - Up to date android with Go version for a seamless useConsRam - It is only available in 2GB and 32GB internal storage variant which the company should reconsider. Do not expect playing high end games. PUBG LITE runs with minor glitches during gameplaySound - Speaker output quality isn\'t upto the mark while playing videos and music but manageable.Would definitely recommend this phone if you\'re looking to buy something under 8k or a back-up phone to watch movies & web series.Thank you Amazon & Tecno :)\n\nRead more']",['\nBest Phone Under 8K\n'],['3.8 out of 5 stars'],"['\n\n\n\n\n\n\n\nTecno Spark 6 Air (Comet Black, 3GB RAM, 32GB Storage)\n\n\n\n\n\n\n']"
B084455L6M,"[""\n\n  There are lot of better phones available at the market.  I guess its way too late to launch this product at this time as it's time of quad camera📷 and hd screen and better battery.  The phone is too pricy for the current trend📈\n\nRead more""]",['\nOld fashioned\n'],['4.0 out of 5 stars'],"['\n\n\n\n\n\n\n\nOPPO A12 (Black, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers\n\n\n\n\n\n\n']"
B08444Z7R9,"[""\n\n  There are lot of better phones available at the market.  I guess its way too late to launch this product at this time as it's time of quad camera📷 and hd screen and better battery.  The phone is too pricy for the current trend📈\n\nRead more""]",['\nOld fashioned\n'],['4.0 out of 5 stars'],"['\n\n\n\n\n\n\n\nOPPO A12 (Blue, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers\n\n\n\n\n\n\n']"
B086977J48,"['\n\n  \xa0Defective product shipped.. reported within a  few  hours of receipt and no one showed up for inspection despite several follow ups. Now, it is not being replaced or refunded. Horrible experience!!\n\nRead more']","[""\nPray you don't receive a defective product\n""]",['4.0 out of 5 stars'],"['\n\n\n\n\n\n\n\nRedmi 8A Dual (Sky White, 3GB RAM, 64GB Storage) – Dual Cameras & 5,000 mAH Battery\n\n\n\n\n\n\n']"
B08HMTLSNR,['\n\n  Camera sound off option is not there.Both camera are below average quality.In settings options are very less. OS is not good.Overall not a good phone.\n\nRead more'],['\nWaste of money\n'],['3.2 out of 5 stars'],"['\n\n\n\n\n\n\n\nCoolpad Cool 5 (Red, 4GB RAM, 64GB Storage)\n\n\n\n\n\n\n']"
B089MS4LGT,['\n\n  Really great phone....Dont think too much ....just go for it....honest review!!!\n\nRead more'],['\nGreat phone!!\n'],['4.0 out of 5 stars'],"['\n\n\n\n\n\n\n\nSamsung Galaxy M01s (Blue, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers\n\n\n\n\n\n\n']"
B08697KLZP,['\n\n  Camera quality is not good. It is mentioned as 13mp but the motion of the camera is like 2mp. Phone is very slow in operation even though it is 3gb RAM . More over it is MADE IN CHINA.\n\nRead more'],['\nBad camera and made in China\n'],['4.2 out of 5 stars'],"['\n\n\n\n\n\n\n\nRedmi 9A (Midnight Black, 3Gb Ram, 32Gb Storage)\n\n\n\n\n\n\n']"
B086KDZ13S,['\n\n  Damaged product\n\nRead more'],['\nVery chipper quality\n'],['3.9 out of 5 stars'],"['\n\n\n\n\n\n\n\nSamsung Galaxy M01 (Red, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers\n\n\n\n\n\n\n']"
B08HYYR2TX,['None'],['None'],['5.0 out of 5 stars'],"['\n\n\n\n\n\n\n\nIKALL K8 Smartphone (2GB, 16GB) (Green)\n\n\n\n\n\n\n']"
B07DJCJBBN,"[""\n\n  Honest review for a Honest Samsung phone. I am writing this review after using M31s for more than half month. And my verdict based on truly improved Samsung M series with my experience & tested after usage only.BUILD QUALITY. Superior, as it matches any S series flagship premium in classy look, strong built for this budget amount. My hand is small but still I found 6.5 inches display is good to handle as it is well managed for one hand use also.DISPLAY & FINGERPRINT.With Samsung SuperAmoled display you can truly trust the amazing view angle. Now in M31s feature of Widevine L Certification you can enjoy all those global Dolby theatre experience. I found it reliable for my 1920p to 4k level of movie watching without any distraction due to Infinite O display which gives Full Screen Ratio. Fingerprint on side is much faster than I expected. It doesn't takes a second also to open. Even FaceUnlock is faster.BATTERY.Main benefit of this midrange M series is it's maasive 6000mAh battery which gave me enough juice for nearly 3 days continuously. Tested.CAMERA.This time M series did a honest job by giving us a INTELLI camera of 64 mwgapixel with Single Take feature. Samsung gives what it advertises. Which made me to stick to Samsung brand. My usage of Camera is high & I found no complaints at all in focusing a shoot. Good color saturated. Well bright night shots. Macro shots r OSM. The depth & clarity of 64 megapixel is more developed in this M31s model. So no complaints.PROCESSOR.After using for more than half month I must say, Exynos 9611 works wonderful liquid speed when it is combined with LPDDR4X RAM technology. I have not faced any lag in PUBG or ASPHALT-9 hight end games, in medium setting which is good for battery saving. So 2.3Ghz speed accomplished. No complaints for the budget spent.SOUND QUALITY.After using for hours I found the Speaker this time Samsung made is much improved with Bass Stereo which was missing earlier. The in-ear delivers your ear the pure Dolby Atmos with clear precision and crystal clear bass effect.Bang for the bucks go for it. Thanks Amazon for Safe delivery.\n\nRead more""]",['\nHONEST M31s. HONEST PERFORMANCE. HONEST PRICE.\n'],['4.3 out of 5 stars'],"['\n\n\n\n\n\n\n\nSamsung Galaxy M31s (Mirage Blue, 8GB RAM, 128GB Storage)\n\n\n\n\n\n\n']"
B0784D862M,"[""\n\n  PLZZ read this complete information before buying from AmazonThey do not refund if your product got defected.Amazon is worst in providing services so if you have any option to buy from Flipkart then go there. Don't waste your time on AmazonRegarding mobileWorst mobile i have ever seenBattery charging time is more than expected.Battery drainaing problem is thereCamera will stuck when you click pictures.Poor camera quality they said 48 mp but it's like 12mp.  If you are game lover then PLZZ try another mobile. Performance is very low.I told Amazon customer care to take this product back but they are not helping me instead they want me to go service center in covid19 situation which is in red zone. They can't provide home visit because their technician life is more important than customer. If customer get infected it's ok for them.Thanks Amazon for this service now i hate Amazon more than tiktok.Unistalling the app right now. And also recommending my friend's and relatives to not buy anything from Amazon, they are worst.\n\nRead more""]",['\nPLZZ read this before Wasting your money.\n'],['4.2 out of 5 stars'],"['\n\n\n\n\n\n\n\nRedmi Note 9 Pro (Interstellar Black, 4GB RAM, 128GB Storage) - Latest 8nm Snapdragon 720G & Alexa Hands-Free | 6 Months No Cost EMI & INR 1000 Off on Exchange\n\n\n\n\n\n\n']"
B08HRCSFWL,['None'],['None'],['Previous page of related Sponsored Products'],"['\n\n\n\n\n\n\n\nCoolpad Cool 6 (Blue,4GB RAM,64GB Storage) -21MP Front Pop-up & 48MP Triple Rear Camera\n\n\n\n\n\n\n']"
B086KF4FYC,['\n\n  Average phoneThe display speed is very slowTouch working slowCamera not good as expectedNot happy with this phone\n\nRead more'],['\nOppo a11k average phone 👎\n'],['3.8 out of 5 stars'],"['\n\n\n\n\n\n\n\nOPPO A11K (Deep Blue, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers\n\n\n\n\n\n\n']"
B08697N43G,['\n\n  Battery is getting drained out quite fast. 7% in an hr. with half an hr of usage. Camera is also poor. Charging is very slow that was known though. First point is troubling!\n\nRead more'],['\nPoor\n'],['4.3 out of 5 stars'],"['\n\n\n\n\n\n\n\nRedmi 9A (Midnight Black, 2Gb Ram, 32Gb Storage)\n\n\n\n\n\n\n']"
B084454YKR,['\n\n  Best Product Thnx for Amazon.in\n\nRead more'],['\nOppo a31\n'],['4.0 out of 5 stars'],"['\n\n\n\n\n\n\n\nOPPO A31 (Mystery Black, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers\n\n\n\n\n\n\n']"
B08GCRW77Y,"['\n\n  One of the best budget phones available under 8K. I was a bit sceptical about buying it as the company Tecno isn\'t known in India but to my surprise it is exceptionally well made.ProsBattery Life - 6000mah Easily lasts two daysScreen - 7"" inch screen for viewing videos and movies (Helpful for my mother as she struggles with small fonts while reading or typing)Two SIM slot and dedicated Micro SD slotCamera - 13Mp Rear Triple camera and 8mp front camera with dual flashAndroid 10 (Go version) - Up to date android with Go version for a seamless useConsRam - It is only available in 2GB and 32GB internal storage variant which the company should reconsider. Do not expect playing high end games. PUBG LITE runs with minor glitches during gameplaySound - Speaker output quality isn\'t upto the mark while playing videos and music but manageable.Would definitely recommend this phone if you\'re looking to buy something under 8k or a back-up phone to watch movies & web series.Thank you Amazon & Tecno :)\n\nRead more']",['\nBest Phone Under 8K\n'],['3.8 out of 5 stars'],"['\n\n\n\n\n\n\n\nTecno Spark 6 Air (Comet Black, 3GB RAM, 32GB Storage)\n\n\n\n\n\n\n']"
B08KZRG2Z3,['None'],['None'],['Previous page of related Sponsored Products'],"['\n\n\n\n\n\n\n\nXifo Ismart I1 Epic 4G Volte 5.5 Inch Display 4G Smartphone (2GB RAM, 16GB Storage) (Blue Black) Colour\n\n\n\n\n\n\n']"
B07HG8S7KP,"['\n\n  Best camera, very good battery life, eat body material, average weight, best performance,  best display.\n\nRead more']",['\nSamsung m31 all rounder  best mobile.\n'],['4.2 out of 5 stars'],"['\n\n\n\n\n\n\n\nSamsung Galaxy M31 (Ocean Blue, 6GB RAM, 64GB Storage)\n\n\n\n\n\n\n']"
B086977J48,"['\n\n  \xa0Defective product shipped.. reported within a  few  hours of receipt and no one showed up for inspection despite several follow ups. Now, it is not being replaced or refunded. Horrible experience!!\n\nRead more']","[""\nPray you don't receive a defective product\n""]",['4.0 out of 5 stars'],"['\n\n\n\n\n\n\n\nRedmi 8A Dual (Sky White, 3GB RAM, 64GB Storage) – Dual Cameras & 5,000 mAH Battery\n\n\n\n\n\n\n']"
B08KLYY18G,['None'],['None'],['Previous page of related Sponsored Products'],"['\n\n\n\n\n\n\n\nI KALL K4+ (Green, 4GB, 64GB)\n\n\n\n\n\n\n']"
B089MQ6XLH,"[""\n\n  Thank you samsung and Amazon for timely rakshabandhan delivery.Now for readers this is a review unbiased and written after testing and continuous usage :-Pro's1.Screen ppi is great as entry level device✌2.Battery backup is awesome thanks to samsungs R&D even with .7mamp charger.👀3.Android go version 10 is cute without craps4.Reading pdfs is easy and comfort for eyes atleast samsung has guts to say the truth.5.No lag till now because i dont need gaming other than that all regular even without go apps are nicely running.6.fingerprint and face lock i dont need so good they are not provided.7.Call quality is okay.Speaker is normal.8.For music lovers dowload any music app with equilizer will be fine.9.16gb/32gb and sd card is okay.10.Auto smart memory cleaner(use smart manager in settings once a day) for smooth RAM functioning and ROM cleaning🤗11. Supports OTG as well.Cons1. Camera below average still expected but samsung should work more on this front if they wanna beat chinese phones.2.Not for gamers and thats expected buy a 4gb Ram 🤔 based phone why reading me?😉3.finger print and face lock missing I Can manage but most indians can't.4.Battery takes 3.15 hours to charge to work for 12 hours of calling and surfing and thats not bad at all but can be issue for chinese phone lovers who have habit of charging again and again to play pubg.Overall out of 5.Camera-2  Gui-4  Screen ppi-5  speed-4  android-4Don't buy a phone only because of specifications must see integration and longevity overall a nice secondary option and primary for featured phone switchers.\n\nRead more""]",['\n#samsunghitsbullseye\n'],['3.1 out of 5 stars'],"['\n\n\n\n\n\n\n\nSamsung Galaxy M01 Core (Red, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers\n\n\n\n\n\n\n']"
B07XD2FWBC,['\n\n  Nice mobile.\n\nRead more'],['\nGood\n'],['4.2 out of 5 stars'],"['\n\n\n\n\n\n\n\nVivo Y11 (Mineral Blue, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers\n\n\n\n\n\n\n']"
B08JQM4XYZ,"[""\n\n  Money waste products don't buy ...Time wasted ... Cheating costumers.. Itself I was lost 6 thousand rupees. Don't buy any one\n\nRead more""]",['\nLose money for this products\n'],['3.7 out of 5 stars'],"['\n\n\n\n\n\n\n\nIKALL K2+ Mobile (4GB, 64GB, Ocean Blue)\n\n\n\n\n\n\n']"
B08444Z7R9,"[""\n\n  There are lot of better phones available at the market.  I guess its way too late to launch this product at this time as it's time of quad camera📷 and hd screen and better battery.  The phone is too pricy for the current trend📈\n\nRead more""]",['\nOld fashioned\n'],['4.0 out of 5 stars'],"['\n\n\n\n\n\n\n\nOPPO A12 (Blue, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers\n\n\n\n\n\n\n']"
B089MS4LGT,['\n\n  Really great phone....Dont think too much ....just go for it....honest review!!!\n\nRead more'],['\nGreat phone!!\n'],['4.0 out of 5 stars'],"['\n\n\n\n\n\n\n\nSamsung Galaxy M01s (Blue, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers\n\n\n\n\n\n\n']"
B08GT1T4TC,['\n\n  Price is too high for this specifications. 11000-12000 is the perfect price. Other than everything is fine\n\nRead more'],['\nOverall\n'],['3.6 out of 5 stars'],"['\n\n\n\n\n\n\n\nNokia 5.3 Android One Smartphone with Quad Camera, 4 GB RAM and 64 GB Storage - Cyan\n\n\n\n\n\n\n']"
B07Z6JYPTW,['\n\n  Superb\n\nRead more'],['\nBEST PHONE OF 2020 SUPERB MI\n'],['3.9 out of 5 stars'],"['\n\n\n\n\n\n\n\nMi Redmi 8 Ruby Red, 4GB RAM, 64GB Storage Smartphone\n\n\n\n\n\n\n']"
B07DJHR5C7,"[""\n\n  I haven't checked sim 2 after delivery, after few days when I insert sim 2 this was not detected, I visited service centre he said this phone having this issue and need to change PC main board but part is not available. Every alternate days I am calling/visited but answer is same.I am very disappointed that Amazon providing this kind of bad products\n\nRead more""]",['\nSIM 2 is not working\n'],['4.1 out of 5 stars'],"['\n\n\n\n\n\n\n\nMi Redmi 6A (Black, 2GB RAM, 32GB Storage)\n\n\n\n\n\n\n']"
B08L5N3957,['\n\n  Camera sound off option is not there.Both camera are below average quality.In settings options are very less. OS is not good.Overall not a good phone.\n\nRead more'],['\nWaste of money\n'],['3.2 out of 5 stars'],"['\n\n\n\n\n\n\n\nCoolpad Cool 5 (Midnight Blue, 4Gb Ram, 64Gb Storage) + Samsung Evo Plus 64Gb Microsdx\n\n\n\n\n\n\n']"
B08GT1DVC4,['\n\n  Price is too high for this specifications. 11000-12000 is the perfect price. Other than everything is fine\n\nRead more'],['\nOverall\n'],['3.6 out of 5 stars'],"['\n\n\n\n\n\n\n\nNokia 5.3 Android One Smartphone with Quad Camera, 6 GB RAM and 64 GB Storage - Cyan\n\n\n\n\n\n\n']"
B07PQ7CXKG,['\n\n  Camera quality not good\n\nRead more'],['\nNot a good quality\n'],['4.1 out of 5 stars'],"['\n\n\n\n\n\n\n\nOPPO A1K (Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers\n\n\n\n\n\n\n']"
B08BV2T63X,"[""\n\n  Okk I am writing a review after using one day ..I gifted this mobile to my mother and she liked a lot ..First of all I let you know this is an updated version of Eluga I7..as you can check on the pictures posted by me ..it's Eluga I7 Enterprise Edition..And this is updated to Android 9.0 pie..Whereas the Normal Version is only Android 7 version( which is available on Flipkart).This mobile does not have tray SIM slot..rather you can open the back cover and easily insert both the SIM and Memory card..and  has Non Hybrid Sim Slots..But point to note here is SIM 1 is Micro and SIM 2 Nano ..Camera quality is gud not so gorgeous with 8MP for both Front and Back ..with Flash Led lights on both sides..you can't expect more in this price range .The best thing is it's Battery Back up of 4000 MAH..Videos run smooth you tube and all.You can increase the Storage space .. accordingly.Doesn't support quick charging so it takes time for charging but the battery backup is worth .My Verdict would be if you are getting so many features fr a price of 6499 ..it's worth buying ..A thumbs up from me.👍👍👍\n\nRead more""]",['\nUpdated version of Android 9..Eluga I7 Enterprise Edition\n'],['2.8 out of 5 stars'],"['\n\n\n\n\n\n\n\nPanasonic Eluga i7 (2GB RAM, 16GB Storage, Finger Print Sensor, 4000mAh Battery) (Black)\n\n\n\n\n\n\n']"
B084454YKR,['\n\n  Best Product Thnx for Amazon.in\n\nRead more'],['\nOppo a31\n'],['4.0 out of 5 stars'],"['\n\n\n\n\n\n\n\nOPPO A31 (Mystery Black, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers\n\n\n\n\n\n\n']"
B08697KLZP,['\n\n  Camera quality is not good. It is mentioned as 13mp but the motion of the camera is like 2mp. Phone is very slow in operation even though it is 3gb RAM . More over it is MADE IN CHINA.\n\nRead more'],['\nBad camera and made in China\n'],['4.2 out of 5 stars'],"['\n\n\n\n\n\n\n\nRedmi 9A (Midnight Black, 3Gb Ram, 32Gb Storage)\n\n\n\n\n\n\n']"
B07XD2HY9L,['\n\n  Super vivo v17\n\nRead more'],['\nSuper. Phone\n'],['4.3 out of 5 stars'],"['\n\n\n\n\n\n\n\nVivo V17 (Midnight Ocean, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers\n\n\n\n\n\n\n']"
B089MTDPKN,"[""\n\n  Not so good phone waste of moneyDisplay-10/10 .best 👍great display super amoledPort-10/10..👍2+1 port which is Indian required..Proccessor-5/10.👎👎.22k price and proccesor p95 r u kidding me... If you want to buy in terms of display camera then don't buy this phone.. Main thing which phone is required processors... After some days you feel lacking some timesCamera-7/10 👎averageFingers print-6/10 👎averageFacelock-8/10👍 goodYou choose poco x2 or wait some time m51 Samsung or redmi k20 pro\n\nRead more""]",['\nWaste of money\n'],['3.9 out of 5 stars'],"['\n\n\n\n\n\n\n\nOPPO F17 Pro (Magic Blue, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers\n\n\n\n\n\n\n']"
B086973W9M,['\n\n  No finger print....there is vast color difference in picture & actual . there is no matching in SEA BLUE color. piece received with DARK Blue colorotherwise good gadget at this price.\n\nRead more'],['\nRedme 9A\n'],['4.2 out of 5 stars'],"['\n\n\n\n\n\n\n\nRedmi 9A (Sea Blue, 3Gb Ram, 32Gb Storage)\n\n\n\n\n\n\n']"
B089MV6MGW,"[""\n\n  Not so good phone waste of moneyDisplay-10/10 .best 👍great display super amoledPort-10/10..👍2+1 port which is Indian required..Proccessor-5/10.👎👎.22k price and proccesor p95 r u kidding me... If you want to buy in terms of display camera then don't buy this phone.. Main thing which phone is required processors... After some days you feel lacking some timesCamera-7/10 👎averageFingers print-6/10 👎averageFacelock-8/10👍 goodYou choose poco x2 or wait some time m51 Samsung or redmi k20 pro\n\nRead more""]",['\nWaste of money\n'],['3.9 out of 5 stars'],"['\n\n\n\n\n\n\n\nOPPO F17 Pro (Matte Black, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers\n\n\n\n\n\n\n']"
B08444XXKV,"[""\n\n  Very bad product don't buy 😢\n\nRead more""]","[""\nBad product don't buy😢\n""]",['4.1 out of 5 stars'],"['\n\n\n\n\n\n\n\nVivo V19 (Mystic Silver, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers\n\n\n\n\n\n\n']"
B07SR1FSBM,['\n\n  Dont buyig this is product its third class catergory phone plz guyiz dont buying this phone its humble request d\n\nRead more'],['\nNA\n'],['4.0 out of 5 stars'],"['\n\n\n\n\n\n\n\nitel A46 (Dark Water, 2GB RAM, 16GB Storage)\n\n\n\n\n\n\n']"
B08695ZSP6,"[""\n\n  Pros:1) Clean and bloatfree OxygenOS, which runs as smooth as they come.2) AMOLED screen and 90Hz refresh rate really go along to make the display above average.3) Battery life is decent and will last a day on normal usage.4) Sound quality is good and modestly loud. (Drawback in Cons)5) The design actually fits the hand well as it is shorter than usual on breadth, and a bit more on length, all the more better viewing experience.6) Gaming performance is average. (Similar phones in this range have better gaming performances)7) The phone looks and feels premium while using.8) The alert slider makes it very convenient to switch between different modes.9) Face Unlock is as fast as other OnePlus phones. (Very very fast)Cons:1) The camera is not as good as it was expected. The macro lens is pretty useless, and the main camera lacks depth and the colors aren't as vibrant as OnePlus 8. A bit too much of beautification was there in selfie shots. 4K video recording @ 60fps is absent but 1080@60fps performance is quite good. (The camera is better than most phones out there but it isn't what we were promised)2) No headphone jack.3) The mono speaker is on the bottom right of the phone, which tends to get covered by your hand while using. Also, being on just one side of the phone, the audio isn't as well delivered as it is on a stereo speaker.4) No expandable memory slot.5) The plastic frame (doesn't look like plastic but it is) is a worrying thing and makes the phone *comparatively* less durable.6) Fingerprint scanner being under the screen isn't as quick as a traditional fingerprint scanner on the back.Recommendation: If you're looking for a phone which delivers high performance and smooth interface for your daily use, go for it.But if your prime purpose is gaming, there are better options available.Also, if you're expecting flagship camera performance, you might want to consider other phones. (Pixel 4a is about to release, that's far better probably)Update: Pixel 4a camera is surely much better that Nord's camera.\n\nRead more""]",['\nA good daily driver.\n'],['4.1 out of 5 stars'],"['\n\n\n\n\n\n\n\nOnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)\n\n\n\n\n\n\n']"
B07DJL15MJ,['\n\n  Awesome mobile at this price point\n\nRead more'],['\nAwesome mobile at this price point\n'],['4.3 out of 5 stars'],"['\n\n\n\n\n\n\n\nVivo U10 (Thunder Black,5000 mAH 18W Fast Charge Battery, 3GB RAM, 32GB Storage)\n\n\n\n\n\n\n']"
B08HN7TGZF,"['\n\n  Very Good Mobile, best for battery, onces charged 2 days battery with WiFi on and with 2 SIM.Camera 4 star ratingBattery 5 star rating2 SIM+Memory card slotCharger is 18w and it takes 2hr from 0 to 100%. And you get 2 days of backup.\n\nRead more']",['\nExcellent Mobile\n'],['3.4 out of 5 stars'],"['\n\n\n\n\n\n\n\nRealme C15 (Power Silver, 4GB RAM, 64GB Storage)\n\n\n\n\n\n\n']"
B08HRCC9Z4,['None'],['None'],['Previous page of related Sponsored Products'],"['\n\n\n\n\n\n\n\nCoolpad Cool 6 (Blue,6GB RAM,128GB Storage) -21MP Front Pop-up & 48MP Triple Rear Camera\n\n\n\n\n\n\n']"
B08GT2FC5M,['\n\n  Price is too high for this specifications. 11000-12000 is the perfect price. Other than everything is fine\n\nRead more'],['\nOverall\n'],['3.6 out of 5 stars'],"['\n\n\n\n\n\n\n\nNokia 5.3 Android One Smartphone with Quad Camera, 4 GB RAM and 64 GB Storage - Sand\n\n\n\n\n\n\n']"
